"","sample_name","collection_date","collection_site","collection_latitude","collection_longitude","species_code"
"661","R250",20240406,"Horseshoe",25.13929,-80.295114,"SINT"
"662","R251",20240406,"Horseshoe",25.13929,-80.295114,"SRAD"
"663","R252",20240406,"Horseshoe",25.13929,-80.295114,"SINT"
"664","R253",20240406,"Horseshoe",25.13929,-80.295114,"PAST"
"665","R254",20240406,"Horseshoe",25.13929,-80.295114,"SSID"
"666","R255",20240406,"Horseshoe",25.13929,-80.295114,"SINT"
"667","R256",20240406,"Horseshoe",25.13929,-80.295114,"SSID"
"668","R257",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"669","R258",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"670","R259",20240406,"Horseshoe",25.13929,-80.295114,"SRAD"
"671","R260",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"672","R261",20240406,"Horseshoe",25.13929,-80.295114,"SBOU"
"673","R262",20240406,"Horseshoe",25.13929,-80.295114,"SSID"
"674","R263",20240406,"Horseshoe",25.13929,-80.295114,"SINT"
"675","R264",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"676","R265",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"677","R266",20240406,"Horseshoe",25.13929,-80.295114,"CNAT"
"678","R267",20240406,"Horseshoe",25.13929,-80.295114,"SBOU"
"679","R268",20240406,"Horseshoe",25.13929,-80.295114,"SINT"
"680","R269",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"681","R270",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"682","R271",20240406,"Horseshoe",25.13929,-80.295114,"DLAB"
"683","R272",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"684","R273",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"685","R274",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"686","R275",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SSID"
"687","R276",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"MCAV"
"688","R277",20240406,"Horseshoe",25.13929,-80.295114,"SBOU"
"689","R278",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"690","R279",20240406,"Horseshoe",25.13929,-80.295114,"SSID"
"691","R280",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"692","R281",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"693","R282",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"694","R283",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"695","R284",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"696","R285",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"697","R286",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"MCAV"
"698","R287",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"699","R288",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"700","R289",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PCLI"
"701","R290",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"702","R291",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"703","R292",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"704","R293",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"705","R294",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"706","R295",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"707","R296",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"708","R297",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"PAST"
"709","R298",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"710","R299",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"711","R300",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"SINT"
"712","R301",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"713","R302",20240406,"Cheeca Rocks",24.90468,-80.61573,"PSTR"
"714","R303",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"715","R304",20240406,"Horseshoe",25.13929,-80.295114,"OFAV"
"716","R305",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"717","R306",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
"718","R307",20240406,"Horseshoe",25.13929,-80.295114,"MCAV"
