sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,species_name,collection_latitude,collection_longitude,collection_date,collection_depth,collection_site,collection_batch
CR-30,CR-30_S41_L001_R1_001.fastq.gz,CR-30_S41_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,54,Conch,contemporary
CR-34,CR-34_S45_L001_R1_001.fastq.gz,CR-34_S45_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,51,Conch,contemporary
CR-41,CR-41_S48_L001_R1_001.fastq.gz,CR-41_S48_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,64,Conch,contemporary
CR-55,CR-55_S51_L001_R1_001.fastq.gz,CR-55_S51_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,55,Conch,contemporary
CR-46,CR-46_S53_L001_R1_001.fastq.gz,CR-46_S53_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,64,Conch,contemporary
CR-52,CR-52_S59_L001_R1_001.fastq.gz,CR-52_S59_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20210702,57,Conch,contemporary
KL-348,KL-348_S64_L001_R1_001.fastq.gz,KL-348_S64_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-339,KL-339_S68_L001_R1_001.fastq.gz,KL-339_S68_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,12,Cheeca,historical
KL-349,KL-349_S73_L001_R1_001.fastq.gz,KL-349_S73_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-9,KL-9_S74_L001_R1_001.fastq.gz,KL-9_S74_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.11901093,-80.30082703,20010621,10,Little Grecian,historical
KL-374,KL-374_S80_L001_R1_001.fastq.gz,KL-374_S80_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-375,KL-375_S81_L001_R1_001.fastq.gz,KL-375_S81_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-CP-6,KL-CP-6_S102_L001_R1_001.fastq.gz,KL-CP-6_S102_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-13,KL-CP-13_S106_L001_R1_001.fastq.gz,KL-CP-13_S106_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-15,KL-CP-15_S111_L001_R1_001.fastq.gz,KL-CP-15_S111_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-48,KL-CP-48_S132_L001_R1_001.fastq.gz,KL-CP-48_S132_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-49,KL-CP-49_S133_L001_R1_001.fastq.gz,KL-CP-49_S133_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-61,KL-CP-61_S145_L001_R1_001.fastq.gz,KL-CP-61_S145_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-51,KL-CP-51_S146_L001_R1_001.fastq.gz,KL-CP-51_S146_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,14,Cheeca,contemporary
KL-CP-57,KL-CP-57_S152_L001_R1_001.fastq.gz,KL-CP-57_S152_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-63,KL-CP-63_S158_L001_R1_001.fastq.gz,KL-CP-63_S158_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-65,KL-CP-65_S160_L001_R1_001.fastq.gz,KL-CP-65_S160_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-71,KL-CP-71_S165_L001_R1_001.fastq.gz,KL-CP-71_S165_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-86,KL-CP-86_S169_L001_R1_001.fastq.gz,KL-CP-86_S169_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-89,KL-CP-89_S182_L001_R1_001.fastq.gz,KL-CP-89_S182_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-PR-4,KL-PR-4_S187_L001_R1_001.fastq.gz,KL-PR-4_S187_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.98698044,-80.41486359,20201012,21,Pickles,contemporary
KL-379,KL-379_S193_L001_R1_001.fastq.gz,KL-379_S193_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-425,KL-425_S219_L001_R1_001.fastq.gz,KL-425_S219_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.98698044,-80.41486359,20020925,21,Pickles,historical
KL-700,KL-700_S268_L001_R1_001.fastq.gz,KL-700_S268_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20030930,14,Cheeca,historical
KL-378,KL-378_S272_L001_R1_001.fastq.gz,KL-378_S272_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-70,KL-70_S286_L001_R1_001.fastq.gz,KL-70_S286_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.11186028,-80.28582764,20010621,5.3,Outer Reef,historical
KL-61,KL-61_S290_L001_R1_001.fastq.gz,KL-61_S290_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.11186028,-80.28582764,20010621,4.3,Outer Reef,historical
KL-72,KL-72_S296_L001_R1_001.fastq.gz,KL-72_S296_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.11186028,-80.28582764,20010621,5.2,Outer Reef,historical
KL-89,KL-89_S299_L001_R1_001.fastq.gz,KL-89_S299_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,17.6,Conch,historical
KL-73,KL-73_S300_L001_R1_001.fastq.gz,KL-73_S300_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.11186028,-80.28582764,20010621,4.8,Outer Reef,historical
KL-90,KL-90_S308_L001_R1_001.fastq.gz,KL-90_S308_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,17.4,Conch,historical
KL-94,KL-94_S315_L001_R1_001.fastq.gz,KL-94_S315_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,15.9,Conch,historical
KL-103,KL-103_S320_L001_R1_001.fastq.gz,KL-103_S320_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,15.6,Conch,historical
KL-115,KL-115_S323_L001_R1_001.fastq.gz,KL-115_S323_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,19.4,Conch,historical
KL-104,KL-104_S324_L001_R1_001.fastq.gz,KL-104_S324_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,15.5,Conch,historical
KL-107,KL-107_S327_L001_R1_001.fastq.gz,KL-107_S327_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,15.2,Conch,historical
KL-108,KL-108_S328_L001_R1_001.fastq.gz,KL-108_S328_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,15.3,Conch,historical
KL-118,KL-118_S336_L001_R1_001.fastq.gz,KL-118_S336_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.94844437,-80.46238708,20010622,16.2,Conch,historical
KL-169,KL-169_S346_L001_R1_001.fastq.gz,KL-169_S346_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.00873947,-80.44978333,20010622,2.5,Triangles,historical
KL-237,KL-237_S357_L001_R1_001.fastq.gz,KL-237_S357_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.93535233,-80.54960632,20010623,3.4,Tavernier Rocks,historical
Tri-36,Tri-36_S424_L001_R1_001.fastq.gz,Tri-36_S424_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,25.00873947,-80.44978333,20210702,8,Triangles,contemporary
Tr-13,Tr-13_S461_L001_R1_001.fastq.gz,Tr-13_S461_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tr-18,Tr-18_S465_L001_R1_001.fastq.gz,Tr-18_S465_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tr-20,Tr-20_S467_L001_R1_001.fastq.gz,Tr-20_S467_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,S.intersepta,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
CR-3,CR-3_S2_L001_R1_001.fastq.gz,CR-3_S2_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20210702,52,Conch,contemporary
Tr-31-A,Tr-31-A_S6_L001_R1_001.fastq.gz,Tr-31-A_S6_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,12,Tavernier Rocks,contemporary
Tr-31-B,Tr-31-B_S7_L001_R1_001.fastq.gz,Tr-31-B_S7_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,12,Tavernier Rocks,contemporary
Tr-32,Tr-32_S8_L001_R1_001.fastq.gz,Tr-32_S8_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,12,Tavernier Rocks,contemporary
CR-16,CR-16_S16_L001_R1_001.fastq.gz,CR-16_S16_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20210702,51,Conch,contemporary
CR-19,CR-19_S30_L001_R1_001.fastq.gz,CR-19_S30_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20210702,54,Conch,contemporary
CR-21,CR-21_S32_L001_R1_001.fastq.gz,CR-21_S32_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20210702,53,Conch,contemporary
KL-342,KL-342_S71_L001_R1_001.fastq.gz,KL-342_S71_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-343,KL-343_S72_L001_R1_001.fastq.gz,KL-343_S72_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-015,KL-015_S75_L001_R1_001.fastq.gz,KL-015_S75_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11901093,-80.30082703,20010621,10,Little Grecian,historical
KL-366,KL-366_S78_L001_R1_001.fastq.gz,KL-366_S78_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-367,KL-367_S79_L001_R1_001.fastq.gz,KL-367_S79_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-003,KL-003_S82_L001_R1_001.fastq.gz,KL-003_S82_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11901093,-80.30082703,20010621,9.7,Little Grecian,historical
KL-025,KL-025_S86_L001_R1_001.fastq.gz,KL-025_S86_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11901093,-80.30082703,20010621,9.5,Little Grecian,historical
KL-27,KL-27_S87_L001_R1_001.fastq.gz,KL-27_S87_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11901093,-80.30082703,20010621,9.5,Little Grecian,historical
KL-29,KL-29_S88_L001_R1_001.fastq.gz,KL-29_S88_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11901093,-80.30082703,20010621,9.8,Little Grecian,historical
KL-CP-1,KL-CP-1_S94_L001_R1_001.fastq.gz,KL-CP-1_S94_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-CP-11,KL-CP-11_S96_L001_R1_001.fastq.gz,KL-CP-11_S96_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-12,KL-CP-12_S97_L001_R1_001.fastq.gz,KL-CP-12_S97_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-4,KL-CP-4_S100_L001_R1_001.fastq.gz,KL-CP-4_S100_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,9,Cheeca,contemporary
KL-CP-7,KL-CP-7_S103_L001_R1_001.fastq.gz,KL-CP-7_S103_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-9,KL-CP-9_S105_L001_R1_001.fastq.gz,KL-CP-9_S105_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-16,KL-CP-16_S112_L001_R1_001.fastq.gz,KL-CP-16_S112_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-36,KL-CP-36_S120_L001_R1_001.fastq.gz,KL-CP-36_S120_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-26,KL-CP-26_S122_L001_R1_001.fastq.gz,KL-CP-26_S122_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-31,KL-CP-31_S126_L001_R1_001.fastq.gz,KL-CP-31_S126_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-33,KL-CP-33_S128_L001_R1_001.fastq.gz,KL-CP-33_S128_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-38,KL-CP-38_S130_L001_R1_001.fastq.gz,KL-CP-38_S130_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,14,Cheeca,contemporary
KL-CP-39,KL-CP-39_S134_L001_R1_001.fastq.gz,KL-CP-39_S134_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,15,Cheeca,contemporary
KL-CP-45,KL-CP-45_S140_L001_R1_001.fastq.gz,KL-CP-45_S140_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-46,KL-CP-46_S141_L001_R1_001.fastq.gz,KL-CP-46_S141_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-CP-52,KL-CP-52_S147_L001_R1_001.fastq.gz,KL-CP-52_S147_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-CP-58,KL-CP-58_S153_L001_R1_001.fastq.gz,KL-CP-58_S153_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-CP-64,KL-CP-64_S159_L001_R1_001.fastq.gz,KL-CP-64_S159_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,8,Cheeca,contemporary
KL-CP-68,KL-CP-68_S162_L001_R1_001.fastq.gz,KL-CP-68_S162_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,9,Cheeca,contemporary
KL-CP-85,KL-CP-85_S168_L001_R1_001.fastq.gz,KL-CP-85_S168_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-CP-76,KL-CP-76_S170_L001_R1_001.fastq.gz,KL-CP-76_S170_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,11,Cheeca,contemporary
KL-CP-80,KL-CP-80_S174_L001_R1_001.fastq.gz,KL-CP-80_S174_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-CP-87,KL-CP-87_S178_L001_R1_001.fastq.gz,KL-CP-87_S178_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20201012,13,Cheeca,contemporary
KL-396,KL-396_S205_L001_R1_001.fastq.gz,KL-396_S205_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-376,KL-376_S249_L001_R1_001.fastq.gz,KL-376_S249_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-377,KL-377_S261_L001_R1_001.fastq.gz,KL-377_S261_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.90399933,-80.61685944,20020926,11,Cheeca,historical
KL-64,KL-64_S292_L001_R1_001.fastq.gz,KL-64_S292_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11186028,-80.28582764,20010621,4.9,Outer Reef,historical
KL-69,KL-69_S295_L001_R1_001.fastq.gz,KL-69_S295_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.11186028,-80.28582764,20010621,5.1,Outer Reef,historical
KL-98,KL-98_S319_L001_R1_001.fastq.gz,KL-98_S319_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,15.5,Conch,historical
KL-113,KL-113_S321_L001_R1_001.fastq.gz,KL-113_S321_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,19.1,Conch,historical
KL-110,KL-110_S329_L001_R1_001.fastq.gz,KL-110_S329_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,16.8,Conch,historical
KL-116,KL-116_S331_L001_R1_001.fastq.gz,KL-116_S331_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,17.6,Conch,historical
KL-119,KL-119_S337_L001_R1_001.fastq.gz,KL-119_S337_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,15.7,Conch,historical
